Time [s],Ship0_X [m],Ship0_Y [m],Ship0_Speed_Smoothed [m/s],Ship0_Heading_Smoothed [deg],Ship0_YawRate_Smoothed [deg/s],Ship0_Rudder_Smoothed [deg],Ship0_Thrust_Smoothed [N],Ship0_Thrust_Raw [N],Ship1_X [m],Ship1_Y [m],Ship1_Speed_Smoothed [m/s],Ship1_Heading_Smoothed [deg],Ship1_YawRate_Smoothed [deg/s],Ship1_Rudder_Smoothed [deg],Ship1_Thrust_Smoothed [N],Ship1_Thrust_Raw [N],Ship2_X [m],Ship2_Y [m],Ship2_Speed_Smoothed [m/s],Ship2_Heading_Smoothed [deg],Ship2_YawRate_Smoothed [deg/s],Ship2_Rudder_Smoothed [deg],Ship2_Thrust_Smoothed [N],Ship2_Thrust_Raw [N],Ship3_X [m],Ship3_Y [m],Ship3_Speed_Smoothed [m/s],Ship3_Heading_Smoothed [deg],Ship3_YawRate_Smoothed [deg/s],Ship3_Rudder_Smoothed [deg],Ship3_Thrust_Smoothed [N],Ship3_Thrust_Raw [N]
10.0,302.230803743585,1129.1789047990774,4.755493869773614,-1.8516892818473172,-0.030983002027567808,-4.559233947836177,17625425.4364359,18195287.169996683,1497.3838832972626,276.4894107363931,4.872239386662181,92.1745175668129,-0.05032934238288875,-7.054354899792738,19091492.961130064,19676583.284306183,2715.652191319558,1154.3911909406775,4.674199305091446,178.70140605535252,-0.053164534065398485,-9.096942597904869,18420249.22193663,19358271.550293636,437.7987436558327,2602.5144400120075,4.926004541012409,-47.075014480709854,-0.047955824428365885,-5.650862028228969,21940470.1849772,23041219.641345613
10.5,304.08488520301523,1129.1056738668328,4.706037740688404,-1.8672122224520262,-0.032336263661853375,-4.74982229063622,17975042.307708144,17923764.41643074,1497.333697104029,278.4250591297223,4.827730521518512,92.14917713296,-0.05276542515141282,-7.343091547299672,19475577.22372434,20882595.996511538,2713.840482942448,1154.4616891269823,4.627147940663166,178.6745586816978,-0.055881231424608185,-9.451006334325488,18787184.793749616,19101334.731724743,439.273170637279,2600.8948695059257,4.901986160546997,-47.09923875656211,-0.05043667179110914,-5.870251476010491,22353705.814912073,22262535.392111
11.0,305.9275674591753,1129.0325574117346,4.6574634890243125,-1.8834005118017232,-0.033661335499762884,-4.93563011749508,18282189.13432598,17684876.643520966,1497.2859944295794,280.3576497619848,4.784096761670507,92.12262480154799,-0.055166858287705275,-7.621848937295638,19814136.069157638,19814038.38460699,2712.0241420606994,1154.5332080752419,4.581038900772607,178.64636404464792,-0.058559994668273656,-9.793138499855429,19109272.2541449,20842852.74073597,440.7423751024085,2599.277712859827,4.878450380723557,-47.12469942789304,-0.05289281265179244,-6.081607242981286,22715694.14771251,22310486.450548902
11.5,307.7598573570715,1128.9595373872717,4.609788619203672,-1.9002490692994007,-0.034959387736921775,-5.116655487608831,18549429.72525587,17818518.834180444,1497.240321463524,282.28300986093546,4.741353910781402,92.0948662464561,-0.05753322828316296,-7.890616655499274,20109955.162443105,19734763.579383228,2710.2012363395684,1154.604093604081,4.535886513759363,178.61682963553653,-0.06119814571172246,-10.12342196228931,19389122.27030816,19727598.62128535,442.2068860481398,2597.662889558145,4.855404478364579,-47.15139466823496,-0.05532223196299533,-6.284951763618524,23029930.145639718,22317288.718658272
12.0,309.594499386739,1128.886067003204,4.563028316089522,-1.9177517881912718,-0.036231894963611996,-5.292904301017911,18779289.27850233,19803735.76588886,1497.196202073693,284.2032268508891,4.699515572115023,92.06590980118261,-0.05986441571807395,-8.14941375678511,20365853.266409747,20041531.9707862,2708.3721470826044,1154.675584545633,4.491702870953941,178.58596630400913,-0.0637937603162297,-10.441966938355796,19629457.738048255,20556626.918123532,443.6679031205868,2596.0497533028156,4.832854510991518,-47.179319470039296,-0.05772329872367299,-6.480328538919466,23299868.067910407,22449961.01805468
12.5,311.43612252685625,1128.8118572617593,4.517195537677167,-1.9359018027261208,-0.03748058402082986,-5.464389014179209,18974275.503967684,19384236.03874301,1497.1530054437146,286.1284769283703,4.658593228199636,92.03576605863856,-0.062160543770390944,-8.398287325368232,20584640.168049343,21536597.57164617,2706.5322230209904,1154.747736365353,4.448497965116145,178.55378773731698,-0.06634565930469959,-10.748903869911638,19833107.443287283,20882038.781261038,445.12597336428104,2594.437941637956,4.810805351410772,-47.20846598691463,-0.060094699159949326,-6.667802051423574,23528882.978550255,22418138.251414612
13.0,313.2702274417407,1128.7365751979319,4.472301130741386,-1.9546917400767723,-0.03870737704341809,-5.63112806481756,19136914.923200537,17365047.44324885,1497.1100573551535,288.05214888475484,4.6185963327118085,92.00444748443726,-0.06442195506582533,-8.637309625366667,20769117.42847027,19317645.264251072,2704.69350370161,1154.8196038643066,4.406279829415059,178.52030994030548,-0.06885337923339963,-11.044377680854156,20002985.593551323,18480363.776028596,446.58102415263454,2592.8276666432785,4.789260724536569,-47.238823873644726,-0.06243539100953299,-6.847456270274351,23720243.063150898,22350486.472021267
13.5,315.10263205472654,1128.6602377590323,4.428353941588015,-1.974113952781866,-0.03991433258217572,-5.793146995639622,19269727.275250155,19631461.549181417,1497.0673116141293,289.97327865605695,4.579532409668539,91.97196804991914,-0.06664920448662248,-8.866572832989437,20922069.59327559,20433091.968783263,2702.856482115872,1154.8926544960605,4.36505466247824,178.4855507264527,-0.07131712389352117,-11.328542071423456,20142038.23085801,20111808.08532407,448.03565149630236,2591.2164794703026,4.768223246585349,-47.27038061785822,-0.06474457126852606,-7.019393105847642,23877086.72115468,22928221.84474065
14.0,316.93092107986195,1128.5843230387575,4.385360909576081,-1.9941607284487022,-0.04110359612380844,-5.950478365692143,19375168.515586972,17439909.340386044,1497.02529801762,291.90168164300474,4.541407148665594,91.9383428898252,-0.06884305051593553,-9.086183707643992,21046230.38694535,21490548.06425949,2701.0238304583886,1154.966445741904,4.324826929616661,178.44952922908817,-0.07373769606923906,-11.601556676719134,20253167.05944388,18509447.191906456,449.4973660033481,2589.5975061225363,4.747694474005339,-47.30312185844025,-0.06702165183544484,-7.183729969853896,24002423.084797233,24173470.604713082
14.5,318.7581479225244,1128.5084117330582,4.343327155954266,-2.0148244744060784,-0.042277366804560686,-6.103157912548753,19455601.06329077,19304429.796429116,1496.9851288547445,293.82690323583324,4.5042245019776725,91.90358798831078,-0.0710044291172326,-9.296261707216146,21144273.48315953,19194383.69562359,2699.1987943369595,1155.040788607826,4.285599446062893,178.41226544062818,-0.07611641534553622,-11.863586099019573,20339170.347572472,18825372.75359898,450.96389273383085,2587.9719057635107,4.72767497319002,-47.337031686943654,-0.0692662365325621,-7.340596054422775,24099166.543134153,23138651.453673158
15.0,320.59122441270176,1128.4316884164944,4.302256078122764,-2.036097875891558,-0.04343786717665527,-6.2512202537818915,19513291.577234533,19360358.26483352,1496.9461450523875,295.755582837105,4.467986783247168,91.86771989587079,-0.07313441291782811,-9.496939613066544,21218812.411075294,21787008.057553995,2697.3796392647605,1155.1171291446387,4.247373447869365,178.37377978632904,-0.07845503081096503,-12.114799179614304,20402699.454058517,19089234.23338448,452.4340041415655,2586.338798457857,4.708164406513551,-47.37209292935282,-0.07147808562477373,-7.490129928056399,24170171.125595756,24149808.088633765
15.5,322.4284776369814,1128.3539812605468,4.2621494561682365,-2.0579740271902915,-0.04458729986329649,-6.394697366510571,19550436.695690833,19166473.539013747,1496.9070213948967,297.684013904816,4.432694761037724,91.83075547872362,-0.07523417361503965,-9.68836222093156,21272383.859077793,19224529.219015703,2695.567580469711,1155.1957880237399,4.210148654598596,178.33409273772844,-0.08075563046507055,-12.355371153998659,20446232.174187955,18780169.7859117,453.9022371768167,2584.705171211378,4.689161615670839,-47.40828740656285,-0.07365706379899392,-7.632480278620147,24218228.262631804,22029239.374413557
16.0,324.2714632198328,1128.2752726874626,4.223007570506181,-2.080446535906743,-0.04572779171363928,-6.533618613989391,19569195.884407472,19634951.97085253,1496.868878577602,299.6055967639502,4.398347745448223,91.79271170127535,-0.07730495431638582,-9.87068183708183,21307421.1002229,19736029.946771633,2693.756401541332,1155.2762092513133,4.173923331935201,178.29322446964485,-0.08302055845277245,-12.585487065911343,20472073.88908457,19960568.16652274,455.3630925678692,2583.07690590393,4.670664683510816,-47.445596172844496,-0.07580309048258548,-7.767807082794867,24246017.769927185,21999358.693390314
16.5,326.11406183249824,1128.1952135493864,4.184829318925017,-2.1035096012387613,-0.04686133434348599,-6.668010941417254,19571699.12700197,18467166.775413886,1496.8334303215893,301.5241138550979,4.364943660983371,91.7536054414604,-0.07934803431547674,-10.044056025120739,21326211.99688259,20300172.77320031,2691.946547616592,1155.3558371689023,4.138694361282491,178.25119456337725,-0.08525236166889244,-12.805339733086107,20482373.746262938,18581888.80125122,456.8182814483511,2581.452181926592,4.652670965904521,-47.483999732350135,-0.07791610912102842,-7.896281429500346,24256030.391859274,22355016.4817773
17.0,327.95013125644545,1128.1129674383926,4.14761231984307,-2.1271580677211634,-0.04798972471244886,-6.797901371760056,19560024.742506582,18423675.575904503,1496.8000106831378,303.4483230022408,4.332479112698304,91.71345333802967,-0.08136467544824068,-10.208650485679094,21330885.889287483,21472701.031089686,2690.134086260739,1155.4350952634986,4.104457318511186,178.2080217576081,-0.08745376694703677,-13.01512063687361,20479136.486373693,19985054.243040193,458.2691270887684,2579.830196238703,4.635177105475678,-47.523478234357775,-0.0799960745925319,-8.018085134656534,24250516.43134685,22237596.9434937
17.5,329.77888190886574,1128.0284954728731,4.111352992575972,-2.151387456393595,-0.0491145117650593,-6.923323146304107,19536157.474047452,18425137.130583692,1496.7681946185119,305.3688645237053,4.300949462383169,91.67227166823767,-0.08335607014518359,-10.364641800951105,21323450.282029852,19095145.672902785,2688.314106137627,1155.5152970159306,4.071206562310835,178.16372374747417,-0.0896276558191237,-13.215010484219501,20464234.80490529,20051471.66429663,459.7198350571184,2578.207085128736,4.618179047930366,-47.56401164843411,-0.08204295491717299,-8.13340982356933,24231486.85754136,23138462.352401905
18.0,331.6017093178574,1127.9435948416865,4.076046619201878,-2.1761939757027458,-0.05023696912208016,-7.044320071382536,19501955.250959482,18305895.557672277,1496.7380267070794,307.2831090486638,4.270348905125322,91.63007625387081,-0.08532331309823572,-10.512216678481401,21305800.029368352,20110593.56501967,2686.4964823843848,1155.597542261697,4.038935330398652,178.11831703131722,-0.09177700110394842,-13.405176276656078,20439431.601419818,18613725.150238138,461.1728318744615,2576.5791651200134,4.601672073305831,-47.60557992102205,-0.08405674184514274,-8.242454945766244,24200748.119560167,23389622.70511818
18.5,333.42485100235865,1127.857003899952,4.041687403333924,-2.2015745146537524,-0.0513581068446058,-7.160946073304066,19459148.053258948,19598301.45842271,1496.7095746554069,309.19037306354596,4.240670527823076,91.58688239317273,-0.08726739451137246,-10.651570132080698,21279674.361196954,19259328.174539857,2684.688633486758,1155.6834480478465,4.0076358259352025,178.0718168037466,-0.09390476201700526,-13.585776365930569,20406373.84621973,18694851.408558328,462.6279812861662,2574.9459747127617,4.5856508451189,-47.64816311513048,-0.08603745936876621,-8.34542632255286,24159952.094533123,23425018.845849272
19.0,335.2399085157718,1127.769693394766,4.00826853427236,-2.2275266207729603,-0.052478711284870576,-7.2732645477189655,19409357.617956787,17260692.056458753,1496.6822483043047,311.0895265548861,4.211906351959693,91.54270481596087,-0.08918920365767759,-10.78290422401014,21246617.307424802,19394667.518151797,2682.8860943896752,1155.7716310719716,3.9772992774565514,178.02423689283597,-0.09601376911588025,-13.756968841903891,20366549.451124422,19227002.934924226,464.0844899914815,2573.308398240564,4.570109470624559,-47.69174153483984,-0.08798516616960081,-8.442536179396969,24110637.466358416,23297091.05235602
19.5,337.04812461073897,1127.683264003471,3.9757822486710297,-2.2540484653459334,-0.05359940235326371,-7.381346815815865,19354096.25980631,18503933.257420413,1496.6560251577,312.99117238842075,4.18404737418387,91.49755765908571,-0.09108953683629956,-10.90642639462213,21207971.429055165,21039984.815452784,2681.0896384426514,1155.8612620104432,3.9479159826416175,177.97558973854993,-0.09810663974018946,-13.918915947609372,20321262.949513916,18555276.180620953,465.5382128893511,2571.6710157373877,4.555041558744125,-47.736295836251976,-0.0898999604080713,-8.534003525362943,24054239.717995305,22375093.60029735
20.0,338.85290311655166,1127.597640520208,3.944219882506801,-2.281138798181805,-0.05472070262988594,-7.48526630476895,19294739.12321096,18043341.63111375,1496.631457929486,314.8939249402709,4.157083618859164,91.45145445934322,-0.09296910346003937,-11.022347635054592,21164910.451742943,19844102.457422856,2679.2946800915565,1155.9531612679953,3.9194753531299327,177.92588640888746,-0.1001857377611653,-14.071784084322386,20271645.780428894,19899046.097761903,466.98708391396156,2570.0361666182584,4.540440263159574,-47.78180712632257,-0.09178199518036304,-8.620054067311589,23992066.547218066,22401409.24285131
20.5,340.6513657557347,1127.512824155178,3.913571920527276,-2.3087968938736347,-0.055843098046623074,-7.585091625372259,19232509.31718377,17640567.116738774,1496.608936932672,316.7900464416935,4.131004201405855,91.4044081609935,-0.09482852406908815,-11.130882125050444,21118475.998689298,19326091.28943148,2677.501754780523,1156.0453923909595,3.8919659660651167,177.87513664975967,-0.10225316435881525,-14.215741744050447,20218678.348082013,18553323.086931862,468.43590981848206,2568.399095142857,4.526298309981159,-47.828257050733576,-0.09363150609264906,-8.700919790221437,23925267.93041862,23444130.878460955
21.0,342.44220642124327,1127.4275316720286,3.8838280452532845,-2.337022491227102,-0.05696706464548374,-7.680882360539205,19168472.498425417,17721850.229699455,1496.587940648219,318.6906664876048,4.105797387584953,91.35643113514642,-0.09666832379499507,-11.232248007039866,21069580.069100764,21504729.332098722,2675.706638983415,1156.1393122694046,3.8653756226030556,177.82334896429663,-0.10431076318245228,-14.350955860780681,20163212.82770013,20265516.05169168,469.8878505343443,2566.7561825424395,4.512608027254038,-47.87562787161107,-0.09544884883699535,-8.77683805690354,23854848.808852702,23627415.964738023
21.5,344.2226641994923,1127.3403213772235,3.8549771775593267,-2.3658157272648315,-0.05809305002174536,-7.7726905347117565,19103521.64248943,17406568.15459437,1496.5686562070896,320.59106974809964,4.081450651160269,91.30753520843567,-0.09848892992252271,-11.326667690222372,21019012.926590867,19346506.228108406,2673.9140430343673,1156.235642996588,3.8396914107860245,177.7705307170874,-0.1063601225114561,-14.477590642211807,20105993.13480309,18594242.66842636,471.3416035945127,2565.108081501589,4.499361390891664,-47.9239025354969,-0.09723454154408591,-8.848050514696595,23781722.24357642,23440286.50488301
